Group,Distance,Age_shield,Sample_Name,Sr,Nd,Hf
HAWAII - MAUNA KEA high CaO,54,0.34,R699-8.4-8.6,0.70327,7.841913271,13.8621214
HAWAII - MAUNA KEA high CaO,54,0.34,R700-2.9-3.1,0.703245,8.115014728,14.46328483
HAWAII - MAUNA KEA high CaO,54,0.34,R700-3.6-3.8,0.70326,7.900435012,14.2511095
HAWAII - HUALALAI,60,0.44,K218-1,0.703759,5.462029144,10.46731616
HAWAII - HUALALAI,60,0.44,K218-3A,0.703735,5.618087119,10.67949149
HAWAII - HUALALAI,60,0.44,K218-5,0.703731,5.598579872,10.78557915
HAWAII - HUALALAI,60,0.44,K218-R12,0.703735,5.579072625,10.64412893
HAWAII - HUALALAI,60,0.44,K218-R13,0.703741,5.696116107,10.53804127
HAWAII - HUALALAI,60,0.44,K218-R14,0.703731,5.520550885,10.57340382
HAWAII - HUALALAI,60,0.44,K218-R2A,0.703736,5.735130601,10.85630426
HAWAII - HUALALAI,60,0.44,K218-R7,0.703716,5.598579872,10.7502166
HAWAII - HUALALAI,60,0.44,K218-R8,0.703728,5.579072625,10.60876638
HAWAII - HUALALAI,60,0.44,K218-R9A,0.703734,5.598579872,10.8209417
HAWAII - HUALALAI,60,0.44,K219-13,0.703709,5.93020307,11.66964302
HAWAII - HUALALAI,60,0.44,K219-4A,0.703681,5.715623354,10.57340382
HAWAII - HUALALAI,60,0.44,K219-9,0.703682,5.832666836,10.53804127
HAWAII - HUALALAI,60,0.44,K219-R1,0.70374,5.774145095,11.1392047
HAWAII - HUALALAI,60,0.44,K219-R2,0.703718,5.715623354,10.46731616
HAWAII - HUALALAI,60,0.44,K219-R3,0.703686,5.520550885,11.63428046
HAWAII - HUALALAI,60,0.44,K219-R8,0.703662,5.774145095,11.5281928
HAWAII - HUALALAI,60,0.44,S690-1B,0.703708,5.657101613,10.53804127
HAWAII - HUALALAI,60,0.44,S690-1D,0.703787,4.623217525,9.54788974
HAWAII - HUALALAI,60,0.44,S690-2C,0.703777,4.759768254,9.54788974
HAWAII - HUALALAI,60,0.44,S690-3A,0.703797,4.350116068,9.689339958
HAWAII - HUALALAI,60,0.44,S690-3D,0.703772,4.233072586,9.583252294
HAWAII - HUALALAI,60,0.44,S690-4B,0.703801,4.27208708,9.583252294
HAWAII - HUALALAI,60,0.44,S690-6A,0.703683,5.67660886,10.50267871
HAWAII - HUALALAI,60,0.44,S690-7A,0.703681,5.637594366,10.46731616
HAWAII - HUALALAI,60,0.44,S690-8A,0.703699,5.188927687,10.60876638
HAWAII - HUALALAI,60,0.44,S690-8B,0.703693,4.954840723,10.53804127
HAWAII - HUALALAI,60,0.44,S692-13,0.703767,4.798782748,10.32586594
HAWAII - HUALALAI,60,0.44,S692-14,0.703768,4.623217525,10.0429655
HAWAII - HUALALAI,60,0.44,S692-15,0.703756,4.584203031,10.11369061
HAWAII - KOHALA,100,0.9,s_W3 [118],0.703651,7.139652381,11.42210513
HAWAII - KOHALA,100,0.9,s_W4 [118] / s_W-4 [11841],0.703652,6.769014689,11.63428046
HAWAII - KOHALA,100,0.9,s_KO-CAMP [24336],0.703622,6.82753643,11.77573068
HAWAII - KOHALA,100,0.9,s_KO1-27 [24336],0.703696,6.612956713,11.42210513
HAWAII - KOHALA,100,0.9,s_KO3-6 [24336],0.703687,6.222811775,10.99775448
HAWAII - KOHALA,100,0.9,s_W9 [118],0.7036,6.866550924,11.66964302
HAWAII - KOHALA,100,0.9,s_MG1 [118],0.703632,6.651971207,11.42210513
HAWAII - KOHALA,100,0.9,s_MG3 [118],0.703595,6.847043677,11.49283024
HAWAII - KOHALA,100,0.9,s_MG3A [118],0.703621,6.866550924,11.49283024
HAWAII - KOHALA,100,0.9,s_MG4A [118],0.703634,6.964087158,11.42210513
HAWAII - KOHALA,100,0.9,s_MG5A [118],0.703616,7.022608899,11.45746769
HAWAII - KOHALA,100,0.9,s_MG6A [118],0.703622,7.100637887,11.45746769
HAWAII - KOHALA,100,0.9,s_C-53 [211],0.70366,8.03698574,12.51834433
HAWAII - KOHALA,100,0.9,s_C-62 [211],0.70354,6.82753643,12.65979454
HAWAII - KOHALA,100,0.9,s_C-66 [211],0.70369,7.510290073,13.50849585
HAWAII - MAHUKONA,130,0.5,s P73-4,0.703819,6.027739305,10.92702937
HAWAII - MAHUKONA,130,0.5,s F288HW-D16-2,0.70361,6.905565418,11.9171809
HAWAII - MAHUKONA,130,0.5,s P73-5,0.70374,5.715623354,10.64412893
HAWAII - MAHUKONA,130,0.5,s P72-5,0.703555,7.061623393,12.05863112
HAWAII - MAHUKONA,130,0.5,s TUIM01-D6ñ6,0.703675,5.832666836,10.64412893
HAWAII - MAHUKONA,130,0.5,s P65-7,0.703589,6.964087158,12.16471878
HAWAII - MAHUKONA,130,0.5,s P65-8B,0.703584,7.022608899,12.23544389
HAWAII - MAHUKONA,130,0.5,s P72-7,0.703565,6.964087158,11.98790601
HAWAII - MAHUKONA,130,0.5,s P75-4,0.70373,6.164290034,10.92702937
HAWAII - MAHUKONA,130,0.5,s D18-6,0.703657,5.910695823,10.67949149
HAWAII - MAHUKONA,130,0.5,s P72-8,0.703557,7.139652381,11.98790601
HAWAII - MAHUKONA,130,0.5,s P65-5,0.703565,6.925072664,11.84645579
HAWAII - MAHUKONA,130,0.5,s P65-6,0.703585,7.139652381,11.84645579
HAWAII - MAHUKONA,130,0.5,s P5-72-1,0.703671,5.227942181,10.11369061
HAWAII - MAHUKONA,130,0.5,s P65-1,0.703557,6.886058171,11.77573068
HAWAII - MAHUKONA,130,0.5,s D17,0.703593,6.847043677,11.77573068
HAWAII - MAHUKONA,130,0.5,s P72-3,0.703643,5.130405946,10.07832806
HAWAII - MAHUKONA,130,0.5,s P73-3,0.703735,6.144782787,10.89166681
HAWAII - MAHUKONA,130,0.5,s P75-1,0.703572,6.964087158,12.12935622
MAUI - HALEAKALA,182,1.5,s_C-121 [318],0.703729,6.476405985,10.89166681
MAUI - HALEAKALA,182,1.5,s_C-124 [313],0.703678,6.730000195,11.1392047
MAUI - HALEAKALA,182,1.5,s_C-126 [211],0.703797,6.047246552,10.57340382
MAUI - HALEAKALA,182,1.5,s_HO-21 [313],0.70375,6.242319022,11.42210513
MAUI - HALEAKALA,182,1.5,s_HO-23 [313],0.70381,6.105768293,10.57340382
MAUI - HALEAKALA,182,1.5,s_HO-19 [313],0.70379,6.242319022,11.06847959
MAUI - HALEAKALA,182,1.5,s_HO-12 [313],0.70364,6.242319022,11.35138002
MAUI - HALEAKALA,182,1.5,s_HO-17 [313],0.70387,5.852174083,10.67949149
KAHOOLAWE,185,1.29,s_105 [216] / s_KAH 105 [18020],0.703752,5.579072625,10.46731616
KAHOOLAWE,185,1.29,s_21 [216] / s_KAH 21 [8517],0.704161,3.979478376,7.885849674
KAHOOLAWE,185,1.29,s_14 [216] / s_KAH 14 [8517],0.704226,3.686869672,7.638311792
KAHOOLAWE,185,1.29,s_31 [216] / s_KAH 31 [8517],0.704073,4.545188538,7.744399455
KAHOOLAWE,185,1.29,s_32 [216] / s_KAH 32 [18020],0.703945,4.662232019,9.371076967
KAHOOLAWE,185,1.29,s_156 [216] / s_KAH 156 [18020],0.703729,5.988724811,10.99775448
KAHOOLAWE,185,1.29,s_KAH 24 [8517],0.7043,3.238202992,6.47134749
KAHOOLAWE,185,1.29,s_KAH 181 [8517],0.704139,4.330608821,7.673674346
KAHOOLAWE,185,1.29,s_KAH 182 [8517],0.704139,4.486666797,7.249323691
KAHOOLAWE,185,1.29,s_KAH 28 [8517],0.70409,3.862434895,7.673674346
KAHOOLAWE,185,1.29,s_KAH 13 [8517],0.704049,4.740261007,9.229626748
KAHOOLAWE,185,1.29,s_KAH 75 [8517] / s_75 [216],0.70416,4.389130562,7.178598582
KAHOOLAWE,185,1.29,s_KAH 25 [8517],0.704091,4.525681291,8.133387556
KAHOOLAWE,185,1.29,s_KAH 185 [8517],0.70419,3.940463882,6.9310607
KAHOOLAWE,185,1.29,s_KAH 71 [8517] / s_71 [216],0.703937,5.305971168,9.371076967
MAUI - WEST MAUI,221,1.8,s_MA270 [7196],0.703368,7.763884283,12.23544389
MAUI - WEST MAUI,221,1.8,s_MA1020 [7196],0.703372,7.256695863,12.20008133
MAUI - WEST MAUI,221,1.8,s_MA970 [7196],0.703402,7.841913271,11.49283024
MAUI - WEST MAUI,221,1.8,s_MA945 [7196],0.703488,7.997971246,12.20008133
MAUI - WEST MAUI,221,1.8,s_MA520 [7196],0.703452,7.78339153,12.09399367
MAUI - WEST MAUI,221,1.8,s_MA330 [7196],0.703404,7.549304567,11.20992981
MAUI - WEST MAUI,221,1.8,s_MA320 [7196],0.703565,7.276203109,12.23544389
MAUI - WEST MAUI,221,1.8,s_MA190 [7196],0.703598,7.510290073,12.16471878
MAUI - WEST MAUI,221,1.8,s_MA650 [8662],0.7035,6.651971207,12.02326856
MAUI - WEST MAUI,221,1.8,s_MA910 [8662],0.70347,7.490782826,11.81109323
MAUI - WEST MAUI,221,1.8,s_MA800 [8662],0.703468,7.198174122,12.80124476
MAUI - WEST MAUI,221,1.8,s_MA410 [8662],0.703563,7.315217603,11.42210513
MAUI - WEST MAUI,221,1.8,s_LP05 [7196],0.703574,7.120145134,11.74036812
MAUI - WEST MAUI,221,1.8,s_LP10 [7196],0.703626,6.866550924,11.03311703
MAUI - WEST MAUI,221,1.8,s_UP43 [7196],0.703596,7.198174122,11.42210513
MAUI - WEST MAUI,221,1.8,s_LP01 [7196],0.703511,7.217681369,11.59891791
MAUI - WEST MAUI,221,1.8,s_LP03 [7196],0.703499,6.964087158,11.63428046
MAUI - WEST MAUI,221,1.8,s_UP47 [7196],0.703634,6.866550924,11.1392047
MAUI - WEST MAUI,221,1.8,s_UP46 [8662],0.703497,6.983594405,11.10384214
MAUI - WEST MAUI,221,1.8,s_UP37 [8662],0.703572,7.412753838,11.49283024
MAUI - WEST MAUI,221,1.8,s_LP11 [8662],0.703593,7.159159628,11.1392047
MAUI - WEST MAUI,221,1.8,s_LP16 [8662],0.70362,7.061623393,11.95254345
MAUI - WEST MAUI,221,1.8,s_WA19 [7196],0.703494,6.983594405,11.70500557
MAUI - WEST MAUI,221,1.8,s_OL32 [7196],0.703457,7.393246591,12.37689411
MAUI - WEST MAUI,221,1.8,s_OL30 [7196],0.703549,7.588319061,12.65979454
MAUI - WEST MAUI,221,1.8,s_LT27 [7196],0.703605,7.139652381,11.42210513
MAUI - WEST MAUI,221,1.8,s_WA12 [7196],0.703567,7.666348048,12.76588221
MAUI - WEST MAUI,221,1.8,s_OL29 [7196],0.703631,7.295710356,11.77573068
MAUI - WEST MAUI,221,1.8,s_WA04 [7196],0.703669,7.178666875,11.28065491
MAUI - WEST MAUI,221,1.8,s_LT22 [7196],0.70365,7.373739344,11.84645579
MAUI - WEST MAUI,221,1.8,s_OL31 [7196],0.70349,8.056492987,12.73051965
LANAI,226,1.32,s_99PRAK-8 [8516],0.704187,2.36037688,6.718885372
LANAI,226,1.32,s_AH95-53 [20340],0.704336,2.048260929,7.744399455
LANAI,226,1.32,s_AH95-51 [20340],0.704189,3.784405907,8.274837774
LANAI,226,1.32,s_AH95-46 [20340] / s_AH95-48 [20340],0.704243,2.672492831,7.072510918
LANAI,226,1.32,s_AH95-39 [20340],0.704299,1.814173966,6.683522818
LANAI,226,1.32,s_AH95-45 [20340],0.704241,2.243333398,7.39077391
LANAI,226,1.32,s_AH95-36 [20340],0.704241,2.243333398,6.966423254
LANAI,226,1.32,s_AH95-44 [20340],0.704235,2.926087041,7.072510918
LANAI,226,1.32,s_RTH88-K1 [8516],0.70437,1.20944931,5.587283625
LANAI,226,1.32,s_RTH86-K61 [8516],0.704373,1.092405829,4.950757643
LANAI,226,1.32,s_96 L-3 [8516],0.704115,3.31623198,7.991937338
LANAI,226,1.32,s_96 L-1 [8516],0.704129,3.472289956,8.451650547
LANAI,226,1.32,s_96 L-10 [8516],0.704223,2.692000078,7.532224128
LANAI,226,1.32,s_RTH88-K2 [8516],0.70437,1.306985545,5.375108298
LANAI,226,1.32,s_99PRAK-9 [8516],0.704132,2.887072547,6.259172163
LANAI,226,1.32,s_96 L-2 [8516],0.704123,3.56982619,8.098025001
LANAI,226,1.32,s_96 L-6 [8516],0.704075,3.959971129,9.08817653
LANAI,226,1.32,s_RTH86-K64 [8516],0.704125,3.218695745,7.461499019
LANAI,226,1.32,s_RTH86-K200 [8516],0.703947,4.408637809,9.300351857
LANAI,226,1.32,s_96 L-11 [8516],0.704068,3.530811697,8.416287993
LANAI,226,1.32,s_99PRAK-13 [8516],0.70436,1.541072508,5.940909171
LANAI,226,1.32,s_RTH86-K207 [8516],0.704007,3.940463882,9.123539084
LANAI,226,1.32,s_RTH86-K206 [8516],0.703971,3.920956635,8.840638648
WEST MOLOKAI,280,2,s_T307-R2 [10692],0.704098,1.482550768,6.046996835
WEST MOLOKAI,280,2,s_74WMOL-13 [10692],0.703815,5.910695823,10.14905317
WEST MOLOKAI,280,2,s_74WMOL-5 [10692],0.703762,5.891188577,10.50267871
WEST MOLOKAI,280,2,s_815-GEO-1 [10692],0.703733,6.222811775,10.57340382
WEST MOLOKAI,280,2,s_804-GEO-1 [10692],0.703757,6.222811775,10.50267871
WEST MOLOKAI,280,2,s_T307-R1 [10692],0.703697,6.320348009,11.49283024
WEST MOLOKAI,280,2,s_89KAA-2 [10692],0.703592,7.139652381,11.49283024
WEST MOLOKAI,280,2,s_808-GEO-1 [10692],0.70372,6.398376997,10.64412893
WEST MOLOKAI,280,2,s_T307-R4 [10692],0.703666,7.276203109,12.58906943
PENGUIN BANK,295,2.3,samp. MV-D10-R2,0.703773,6.144782787,10.71485404
PENGUIN BANK,295,2.3,samp. MV-D10-R4,0.703768,5.949710317,10.85630426
PENGUIN BANK,295,2.3,samp. MV-D10-R5,0.70376,6.300840762,10.8209417
PENGUIN BANK,295,2.3,samp. P5-255-7,0.703759,6.339855256,11.03311703
PENGUIN BANK,295,2.3,samp. P5-255-8,0.703753,6.281333515,10.99775448
PENGUIN BANK,295,2.3,samp. P5-255-9,0.703648,6.57394222,11.31601747
PENGUIN BANK,295,2.3,samp. P5-255-10,0.70365,6.612956713,11.49283024
PENGUIN BANK,295,2.3,samp. P5-255-11,0.703651,6.554434973,11.45746769
PENGUIN BANK,295,2.3,samp. HIG1972-D4-1,0.703883,5.501043638,10.18441572
PENGUIN BANK,295,2.3,samp. HIG1972-D4-2,0.703854,5.403507403,10.18441572
OAHU - KOOLAU,339,3.3,s_S497-7 [11395],0.703576,5.988724811,9.993811553
OAHU - KOOLAU,339,3.3,s_S497-3 [11395],0.703487,6.944579911,10.47686405
OAHU - KOOLAU,339,3.3,s_S499-6B [11395],0.703527,6.964087158,11.21452694
OAHU - KOOLAU,339,3.3,s_S498-4 [15560],0.70355,6.730000195,11.87828209
OAHU - KOOLAU,339,3.3,s_K90-1 [11395],0.703707,5.579072625,11.36163516
OAHU - KOOLAU,339,3.3,s_K90-3 [11395],0.703634,6.534927726,12.46636137
OAHU - KOOLAU,339,3.3,s_D5-18 [11395],0.703603,6.495913232,11.27570416
OAHU - KOOLAU,339,3.3,s_D4-1 [11395],0.703513,7.022608899,11.80614248
OAHU - KOOLAU,339,3.3,s_D4-2 [11395],0.703537,6.944579911,11.72940573
OAHU - KOOLAU,339,3.3,s_D6-1 [11395],0.703512,7.276203109,11.90904751
OAHU - KOOLAU,339,3.3,s_S499-6A [15560],0.703582,6.866550924,10.96663543
OAHU - KOOLAU,339,3.3,s_S497-6 [11395],0.703596,6.320348009,10.80043142
OAHU - KOOLAU,339,3.3,s_S496-6C [11395],0.70393,2.750521819,6.303728981
OAHU - KOOLAU,339,3.3,s_S496-6E [11395],0.703932,2.750521819,6.188447053
OAHU - KOOLAU,339,3.3,s_WAF-36 [13537],0.704137,1.716637731,5.73934261
OAHU - KOOLAU,339,3.3,s_S500-9A [13537],0.703974,2.789536313,7.087363191
OAHU - KOOLAU,339,3.3,s_S500-1 [13537],0.703995,2.926087041,6.932475202
OAHU - KOOLAU,339,3.3,s_WAF-39 [13537],0.704075,2.145797164,6.405926764
OAHU - KOOLAU,339,3.3,s_PM7 [11395],0.704083,2.165304411,6.136110473
OAHU - KOOLAU,339,3.3,s_D7-1 [11395],0.703976,3.121159511,6.830277419
OAHU - KOOLAU,339,3.3,s_KOL14 [11395],0.704196,1.443536274,5.007691356
OAHU - KOOLAU,339,3.3,s_KOL48 [11395],0.704146,1.521565261,5.267606132
OAHU - KOOLAU,339,3.3,s_PM1 [11395],0.703889,3.862434895,7.302367523
OAHU - KOOLAU,339,3.3,s_KOL43 [11395],0.70402,2.594463843,6.456848843
OAHU - KOOLAU,339,3.3,s_K89-6 [11395],0.70396,3.179681252,6.914086674
OAHU - KOOLAU,339,3.3,s_WAF-2 [11395],0.704156,1.638608743,5.127570416
OAHU - KOOLAU,339,3.3,s_LK1 [11395],0.703777,4.642724772,8.811287727
OAHU - KOOLAU,339,3.3,s_LK2 [11395],0.703768,4.915826229,8.955213325
OAHU - KOOLAU,339,3.3,s_LK3 [11395],0.703766,5.696116107,9.036900826
OAHU - KOOLAU,339,3.3,s_LK4 [11395],0.703667,5.247449427,9.77173471
OAHU - KOOLAU,339,3.3,s_S500-5B [13124],0.703967,3.082145017,6.921866436
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-1,0.704141,1.521565261,5.092207861
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-2,0.704134,1.482550768,5.16293297
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-3,0.704205,1.306985545,5.092207861
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-4,0.704333,-0.195072469,4.278869106
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-5,0.704096,2.098589626,5.976271726
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-6,0.704088,2.145797164,6.153084499
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-7,0.704332,1.111913076,5.304383189
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-8,0.704275,0.50718842,4.703219761
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-9,0.704316,-0.214579716,4.420319324
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-10,0.704367,-0.721768137,3.92524356
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-11,0.704039,3.140666758,7.178598582
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-12,0.704134,1.521565261,5.905546617
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-13,0.704136,1.599594249,5.375108298
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-14,0.704136,2.028753682,6.08235939
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-15,0.704156,1.599594249,5.375108298
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-16,0.704478,-1.111913076,3.606980568
OAHU - KOOLAU - MAKAPUU,339,3.3,KM-17,0.704181,1.638608743,5.375108298
WEST KAENA,440,4,samp. 296-25,0.703733,6.222811775,9.335714412
WEST KAENA,440,4,samp. 296-26,0.703755,5.891188577,10.11369061
WEST KAENA,440,4,samp. 305-04,0.70392,4.096521858,8.769913539
WEST KAENA,440,4,samp. 305-07,0.703716,5.696116107,9.618614849
WEST KAENA,440,4,samp. 305-09,0.70371,5.774145095,9.229626748
WEST KAENA,440,4,samp. 305-14,0.703816,4.896318983,8.911363757
WEST KAENA,440,4,samp. 306-01,0.703709,5.481536391,9.760065067
WEST KAENA,440,4,samp. 306-05,0.703723,5.754637848,9.47716463
WEST KAENA,440,4,samp. 306-09,0.704119,4.174550846,6.754247927
WEST KAENA,440,4,samp. 306-11,0.704137,4.174550846,6.895698145
WEST KAENA,440,4,samp. 306-15,0.703798,5.520550885,9.724702513
WEST KAENA,440,4,samp. 306-26,0.70374,5.149913193,8.911363757
WEST KAENA,440,4,samp. 306-27,0.703743,5.130405946,9.08817653
WEST KAENA,440,4,samp. 306-30,0.703759,6.730000195,10.4319536
WEST KAENA,440,4,samp. 305-20,0.70392,4.837797242,8.168750111
WEST KAENA,440,4,samp. 305-24,0.703744,5.696116107,9.653977403
WEST KAENA,440,4,samp. 306-19,0.703837,5.657101613,8.769913539
SOUTH KAUAI SWELL,490,4.2,s_297-18 [19624],0.70371,6.456898738,10.53804127
SOUTH KAUAI SWELL,490,4.2,s_297-26 [19624],0.70365,6.144782787,9.972240395
SOUTH KAUAI SWELL,490,4.2,s_252-04 [19624],0.703692,6.63246396,9.618614849
SOUTH KAUAI SWELL,490,4.2,s_299-23 [19624],0.7036,7.022608899,10.60876638
SOUTH KAUAI SWELL,490,4.2,s_297-11 [19624],0.703746,5.988724811,9.901515285
SOUTH KAUAI SWELL,490,4.2,s_299-29 [19624],0.703725,6.37886975,10.0429655
SOUTH KAUAI SWELL,490,4.2,s_297-07 [19624],0.703718,6.749507442,10.53804127
SOUTH KAUAI SWELL,490,4.2,s_KS3-3 [19624],0.703735,6.417884244,9.760065067
SOUTH KAUAI SWELL,490,4.2,s_252-10 [19624],0.703693,6.788521936,10.71485404
SOUTH KAUAI SWELL,490,4.2,s_299-33 [19624],0.703686,6.788521936,10.4319536
SOUTH KAUAI SWELL,490,4.2,s_297-04 [19624],0.703656,7.139652381,11.10384214
SOUTH KAUAI SWELL,490,4.2,s_299-04 [19624],0.703654,6.866550924,11.20992981
SOUTH KAUAI SWELL,490,4.2,s_299-20 [19624],0.703724,6.710492948,9.972240395
SOUTH KAUAI SWELL,490,4.2,s_298-20 [19624],0.7036,6.925072664,10.92702937
SOUTH KAUAI SWELL,490,4.2,s_298-07 [19624],0.703589,6.964087158,11.45746769
KAUAI,519,5,65GRO-3,0.703818,5.149913,9.357993
KAUAI,519,5,74WAI-11,0.703621,6.788522,10.91536
KAUAI,519,5,76KUK-2,0.703585,6.359363,11.175275
KAUAI,519,5,76POH-2,0.703589,7.217681,11.263327
KAUAI,519,5,86KA-19,0.703709,4.642725,10.775324
KAUAI,519,5,86KA-21,0.703742,5.930203,10.511519
KAUAI,519,5,86KA-20,0.703784,4.896319,9.724703
KAUAI,519,5,74WAI-8,0.703609,6.866551,11.06848
KAUAI,519,5,86KA-1,0.703774,5.520551,9.441802
KAUAI,519,5,KV04-16,0.703758,6.16429,10.042966
KAUAI,519,5,KV04-19,0.703745,6.632464,10.714854
KAUAI,519,5,KV04-21,0.703771,6.125276,10.149053
KAUAI,519,5,KV04-22,0.70383,5.208435,9.83079
KAUAI,519,5,KV04-16,0.703745,6.281334,10.325866
NIIHAU,565,5.5,70NII-23,0.703487,7.451768,11.669643
NIIHAU,565,5.5,75NII-1 ,0.703512,7.29571,11.35138
NIIHAU,565,5.5,75NII-4 ,0.703504,7.178667,11.35138
NIIHAU,565,5.5,75NII-10 ,0.703558,6.690986,11.103842
NIIHAU,565,5.5,T318-R18,0.703567,8.036986,11.910816
NIIHAU,565,5.5,T321-R6,0.703648,7.003102,11.120109
NIIHAU,565,5.5,T322-R17,0.703542,7.666348,11.311067
NIIHAU,565,5.5,T322-R18,0.703535,8.212551,11.591492
NIIHAU,565,5.5,70NII-14  ,0.703563,6.788522,10.997754
NIIHAU,565,5.5,70NII-17 ,0.703547,7.198174,11.35138
NIIHAU,565,5.5,70NII-24 ,0.703628,6.51542,10.467316
NIIHAU,565,5.5,75NII-61 ,0.703623,6.320348,10.467316
NIIHAU,565,5.5,75NII-65 ,0.703468,7.93945,11.952543
NIIHAU,565,5.5,75NII-67 ,0.70347,7.666348,11.881818
NIIHAU,565,5.5,T322-R7,0.703631,7.198174,10.962746
NIIHAU,565,5.5,T322-R13,0.703642,6.94458,11.070601
NWHR,702,7,Middle Bank - 303-04,0.70369,5.1,11.3
NWHR,794,7,Nīhoa - NIH-D4,0.70349,7.6,12.4
NWHR,794,7,Nīhoa - NIH-W-11-1,0.7035,7.4,12.3
NWHR,794,7,Nīhoa - NIH-F9,0.70354,7.3,12.6
NWHR,794,7,Nīhoa - NIH-D-1-2,0.70358,6.3,10.1
NWHR,825,8.8,West Nīhoa - 76-9-11,0.70359,5.9,11
NWHR,920,9.6,Twin Banks - P5-688-1,0.70349,8.1,12.8
NWHR,963,11,Keoea - 72-49A,0.70349,7.9,12.4
NWHR,1080,10,Mokumanamana - NEC-3A,0.70348,7.4,11.4
NWHR,1449,12.3,Gardner - 76-6-7F,0.70351,7.8,13.4
NWHR,1449,12.3,Gardner - 84-40E,0.70338,8.4,14.8
NWHR,1449,12.3,Gardner - 84-39B,0.70344,7.9,14.2
NWHR,1846,26.6,Northampton - 76-5-4DD,0.70362,7.3,12
NWHR,1846,26.6,Northampton - 76-5-4A,0.70361,7.2,12
NWHR,1998,28,Pioneer - P5-524-42,0.7036,6.7,11.1
NWHR,2447,27.6,Midway - R-1316,0.70363,8.3,12.4
NWHR,2447,27.6,Midway - R-1295.6,0.70357,8.3,12.5
NWHR,2608,31,Academician Berg - 84-30G,0.70359,8.1,13
NWHR,2801,31.7,Unnamed - 84-28E,0.7036,8,12.8
NWHR,3520,46.8,Daikakuji - A-55-1,0.7038,5.8,9.2
NWHR,3520,46.8,Daikakuji - A-55-2,0.70378,5.7,9.4
NWHR,3520,46.8,Daikakuji - A-55-4,0.7038,6,9.3
NWHR,3541,46.9,Yuryaku - A-53-1,0.70348,8.4,13